frame_id,person_count,Rolling_Avg_Count,process_latency_seconds
1,0,0.0,0.24398064613342285
2,0,0.0,0.04707479476928711
3,0,0.0,0.05589771270751953
4,0,0.0,0.04834747314453125
5,0,0.0,0.049223899841308594
6,0,0.0,0.05627155303955078
7,0,0.0,0.0626835823059082
8,0,0.0,0.06113743782043457
9,0,0.0,0.0494534969329834
10,0,0.0,0.05756235122680664
11,0,0.0,0.04785466194152832
12,0,0.0,0.05019092559814453
13,0,0.0,0.05186009407043457
14,0,0.0,0.05189824104309082
15,0,0.2,0.04497551918029785
16,0,0.2,0.054259538650512695
17,1,0.4,0.0649266242980957
18,0,0.6,0.05368447303771973
19,1,0.8,0.05165457725524902
20,1,0.8,0.05187034606933594
21,1,1.0,0.048096656799316406
22,1,1.0,0.055535078048706055
23,1,1.0,0.0505528450012207
24,1,1.0,0.05257272720336914
25,1,1.0,0.048664093017578125
26,1,1.0,0.05025005340576172
27,1,1.0,0.060282230377197266
28,1,1.0,0.05177021026611328
29,1,1.0,0.05344676971435547
30,1,1.0,0.05561017990112305
31,1,1.0,0.04799032211303711
32,1,1.0,0.05405855178833008
33,1,1.0,0.05548095703125
34,1,1.0,0.06068229675292969
35,1,1.0,0.05858922004699707
36,1,1.0,0.054816246032714844
37,1,1.0,0.05322599411010742
38,1,1.0,0.05481266975402832
39,1,0.8,0.053717851638793945
40,1,0.6,0.0538783073425293
41,0,0.6,0.05588698387145996
42,0,0.6,0.05533194541931152
43,1,0.6,0.058103322982788086
44,1,0.8,0.05483746528625488
45,1,1.0,0.05482888221740723
46,1,1.0,0.056826114654541016
47,1,1.0,0.05638527870178223
48,1,1.0,0.05037808418273926
49,1,1.0,0.05427122116088867
50,1,1.0,0.05180191993713379
51,1,1.0,0.05552816390991211
52,1,1.0,0.04911661148071289
53,1,1.0,0.05912971496582031
54,1,1.0,0.05583524703979492
55,1,1.0,0.050846099853515625
56,1,1.0,0.05059933662414551
57,1,1.0,0.048863887786865234
58,1,1.0,0.05769205093383789
59,1,1.0,0.05735588073730469
60,1,1.0,0.04909801483154297
61,1,1.0,0.060222625732421875
62,1,1.0,0.10895228385925293
63,1,1.0,0.0705716609954834
